quality_real,quality_prevista,residuo,alcohol,density
6,5.69083760989386,0.30916239010614,10.1,0.99558
6,5.690845592628036,0.3091544073719641,10.1,0.99556
6,5.593219242899815,0.4067807571001847,9.8,0.99616
6,6.471129961643741,-0.471129961643741,12.5,0.99258
6,6.2748395067443585,-0.27483950674435853,11.9,0.99638
6,5.593219242899815,0.4067807571001847,9.8,0.99616
6,5.365839529044478,0.6341604709555222,9.1,0.99652
5,5.68988766452686,-0.6898876645268599,10.1,0.99796
6,6.471129961643741,-0.471129961643741,12.5,0.99258
5,6.113509936876521,-1.113509936876521,11.4,0.99392
7,5.983249669129197,1.0167503308708028,11.0,0.99495
6,5.853460382698286,0.1465396173017144,10.6,0.9948
6,5.853460382698286,0.1465396173017144,10.6,0.9948
6,5.853460382698286,0.1465396173017144,10.6,0.9948
6,5.853460382698286,0.1465396173017144,10.6,0.9948
5,5.431171226956096,-0.43117122695609567,9.3,0.9955
6,5.593219242899815,0.4067807571001847,9.8,0.99616
6,5.593219242899815,0.4067807571001847,9.8,0.99616
5,5.398237956405374,-0.3982379564053744,9.2,0.99668
6,5.560896651513595,0.4391033484864053,9.7,0.99581
5,5.527719907570491,-0.527719907570491,9.6,0.9976
5,5.658175752305139,-0.658175752305139,10.0,0.99608
6,6.503077364523667,-0.5030773645236666,12.6,0.99387
5,5.496502924867713,-0.49650292486771264,9.5,0.99448
5,5.496502924867713,-0.49650292486771264,9.5,0.99448
5,5.496502924867713,-0.49650292486771264,9.5,0.99448
6,5.820766594172859,0.17923340582714076,10.5,0.99538
6,5.820766594172859,0.17923340582714076,10.5,0.99538
6,5.820766594172859,0.17923340582714076,10.5,0.99538
6,5.788100745217051,0.21189925478294924,10.4,0.99589
6,5.820766594172859,0.17923340582714076,10.5,0.99538
5,5.981824751078697,-0.9818247510786966,11.0,0.99852
6,5.723080373938315,0.27691962606168463,10.2,0.99613
5,6.113190627509462,-1.1131906275094616,11.4,0.99472
5,5.495948124842448,-0.49594812484244777,9.5,0.99587
5,5.495948124842448,-0.49594812484244777,9.5,0.99587
5,5.918233289217551,-0.9182332892175511,10.8,0.99518
5,5.65799214941908,-0.6579921494190799,10.0,0.99654
6,6.24359857583905,-0.24359857583904976,11.8,0.99332
5,5.75523532790683,-0.7552353279068296,10.3,0.9969
5,5.75523532790683,-0.7552353279068296,10.3,0.9969
5,5.658335406988669,-0.6583354069886687,10.0,0.99568
5,5.691212798400154,-0.6912127984001541,10.1,0.99464
5,5.691212798400154,-0.6912127984001541,10.1,0.99464
6,6.015101279199006,-0.015101279199005724,11.1,0.99648
5,5.495353411146301,-0.4953534111463007,9.5,0.99736
6,5.66861334414276,0.3313866558572398,10.0333333333333,0.99704
5,5.949973141008888,-0.9499731410088881,10.9,0.99699
5,5.690175042957213,-0.6901750429572129,10.1,0.99724
6,5.66861334414276,0.3313866558572398,10.0333333333333,0.99704
4,5.593075553684639,-1.5930755536846393,9.8,0.99652
6,6.242928026168226,-0.24292802616822584,11.8,0.995
5,5.495457186690595,-0.4954571866905946,9.5,0.9971
5,5.593378897583345,-0.5933788975833449,9.8,0.99576
6,5.820020208527359,0.17997979147264065,10.5,0.99725
6,5.593059588216286,0.4069404117837143,9.8,0.99656
4,5.788871079065081,-1.788871079065081,10.4,0.99396
5,5.398417567924344,-0.39841756792434424,9.2,0.99623
6,6.178099240509726,-0.17809924050972636,11.6,0.99476
5,5.398417567924344,-0.39841756792434424,9.2,0.99623
5,5.430716211108037,-0.43071621110803715,9.3,0.99664
3,5.59379799112761,-2.5937979911276097,9.8,0.99471
5,5.625801273146771,-0.625801273146771,9.9,0.99586
5,5.658766474634198,-0.6587664746341977,10.0,0.9946
6,6.372657442092814,-0.37265744209281415,12.2,0.9953
6,5.6257094717037415,0.37429052829625853,9.9,0.99609
6,5.91807762590111,0.08192237409889014,10.8,0.99557
6,5.91807762590111,0.08192237409889014,10.8,0.99557
5,5.528621956532433,-0.528621956532433,9.6,0.99534
5,5.625693506235389,-0.6256935062353888,9.9,0.99613
5,5.625693506235389,-0.6256935062353888,9.9,0.99613
5,5.495924176639918,-0.4959241766399183,9.5,0.99593
5,5.398237956405374,-0.3982379564053744,9.2,0.99668
5,5.5283186126337265,-0.5283186126337265,9.6,0.9961
5,5.5283186126337265,-0.5283186126337265,9.6,0.9961
5,5.75512356962836,-0.7551235696283598,10.3,0.99718
5,5.561124159437624,-0.5611241594376244,9.7,0.99524
6,6.470994255162741,-0.47099425516274085,12.5,0.99292
5,5.9827826791798735,-0.9827826791798735,11.0,0.99612
5,5.59400155084911,-0.5940015508491099,9.8,0.9942
5,5.723084365305404,-0.7230843653054038,10.2,0.99612
5,5.398233965038286,-0.398233965038286,9.2,0.99669
6,5.511548633459661,0.48845136654033894,9.55,0.99745
5,5.511548633459661,-0.5115486334596611,9.55,0.99745
5,5.625809255880947,-0.6258092558809469,9.9,0.99584
7,5.722892779685168,1.2771072203148321,10.2,0.9966
6,6.01545251950277,-0.015452519502770379,11.1,0.9956
5,5.625665566665771,-0.6256655666657709,9.9,0.9962
5,5.625665566665771,-0.6256655666657709,9.9,0.9962
6,6.274871437681065,-0.2748714376810648,11.9,0.9963
8,5.658207683241844,2.3417923167581556,10.0,0.996
6,5.884445866109946,0.11555413389005409,10.7,0.9985
7,6.080536752654917,0.9194632473450826,11.3,0.9952
6,5.94980949495827,0.05019050504172995,10.9,0.9974
6,5.885842844590829,0.11415715540917137,10.7,0.995
7,6.437701761574078,0.5622982384259219,12.4,0.995
6,5.885842844590829,0.11415715540917137,10.7,0.995
6,6.275949106794888,-0.27594910679488827,11.9,0.9936
6,5.85286167763505,0.14713832236494984,10.6,0.9963
6,5.94980949495827,0.05019050504172995,10.9,0.9974
5,5.690550231463507,-0.690550231463507,10.1,0.9963
5,5.527001461494608,-0.5270014614946081,9.6,0.9994
5,5.463194465810698,-0.4631944658106981,9.4,0.9966
5,5.527001461494608,-0.5270014614946081,9.6,0.9994
7,6.340235066529387,0.6597649334706128,12.1,0.9952
5,5.593682241482051,-0.5936822414820506,9.8,0.995
5,5.625905048691065,-0.6259050486910649,9.9,0.9956
5,5.593682241482051,-0.5936822414820506,9.8,0.995
5,5.46323437948158,-0.4632343794815803,9.4,0.9965
6,6.112839387205697,-0.11283938720569697,11.4,0.9956
4,5.982511266217873,-1.9825112662178732,11.0,0.9968
6,5.527799734912255,0.4722002650877446,9.6,0.9974
6,5.527799734912255,0.4722002650877446,9.6,0.9974
6,6.339476706782622,-0.3394767067826221,12.1,0.9971
5,6.047874895066197,-1.0478748950661974,11.2,0.9957
5,5.982750748243167,-0.9827507482431672,11.0,0.9962
5,6.080217443287858,-1.0802174432878582,11.3,0.996
5,5.78821649486261,-0.7882164948626098,10.4,0.9956
6,5.6258252213493005,0.3741747786506995,9.9,0.9958
6,6.210705218959212,-0.21070521895921157,11.7,0.9944
7,5.690869540830565,1.3091304591694346,10.1,0.9955
6,5.330515429607903,0.6694845703920969,9.0,1.00369
6,5.330515429607903,0.6694845703920969,9.0,1.00369
5,5.1700200554615074,-0.17002005546150745,8.5,0.99914
5,6.01538466626227,-1.0153846662622703,11.1,0.99577
5,5.755594550944771,-0.755594550944771,10.3,0.996
6,6.004607808222149,-0.00460780822214879,11.0666666666667,0.99566
7,6.080736321009329,0.9192636789906707,11.3,0.9947
6,5.517086738745538,0.48291326125446243,9.56666666666667,0.99713
5,5.592836071659344,-0.5928360716593444,9.8,0.99712
5,6.211176200275623,-1.2111762002756228,11.7,0.99322
6,6.015428571300241,-0.01542857130024089,11.1,0.99566
6,5.5279075018236385,0.47209249817636145,9.6,0.99713
5,5.592836071659344,-0.5928360716593444,9.8,0.99712
5,5.560417687463007,-0.5604176874630067,9.7,0.99701
5,5.560489532070594,-0.5604895320705943,9.7,0.99683
8,6.0807283382751525,1.9192716617248475,11.3,0.99472
7,6.080736321009329,0.9192636789906707,11.3,0.9947
7,5.982303715129285,1.0176962848707154,11.0,0.99732
7,6.178506359952727,0.8214936400472732,11.6,0.99374
5,5.333161705987404,-0.33316170598740413,9.0,0.99706
6,5.9488755150596235,0.05112448494037647,10.9,0.99974
6,5.950899138173359,0.04910086182664131,10.9,0.99467
6,5.838203131650662,0.16179686834933804,10.55,0.99236
5,5.333161705987404,-0.33316170598740413,9.0,0.99706
5,5.820507155312124,-0.8205071553121241,10.5,0.99603
7,6.275557952820241,0.7244420471797586,11.9,0.99458
6,5.7875619106601395,0.21243808933986053,10.4,0.99724
4,5.657952235748198,-1.6579522357481977,10.0,0.99664
6,5.788276365368933,0.21172363463106691,10.4,0.99545
6,5.9182173237491975,0.08178267625080249,10.8,0.99522
5,5.560900642880683,-0.5609006428806831,9.7,0.9958
5,5.560900642880683,-0.5609006428806831,9.7,0.9958
7,5.65769678825455,1.3423032117454499,10.0,0.99728
4,5.982638989964697,-1.9826389899646966,11.0,0.99648
7,5.65769678825455,1.3423032117454499,10.0,0.99728
3,5.560401721994653,-2.560401721994653,9.7,0.99705
5,5.560908625614859,-0.560908625614859,9.7,0.99578
5,6.503288906979344,-1.5032889069793436,12.6,0.99334
6,6.015069348262299,-0.015069348262299442,11.1,0.99656
5,5.983884296496226,-0.9838842964962264,11.0,0.99336
5,5.266097754759492,-0.2660977547594916,8.8,1.00242
7,6.817697724041751,0.1823022759582491,13.5666666666667,0.99182
5,5.266097754759492,-0.2660977547594916,8.8,1.00242
7,6.828518487119843,0.171481512880157,13.6,0.99182
3,5.722302057356109,-2.722302057356109,10.2,0.99808
5,5.852071386951579,-0.8520713869515788,10.6,0.99828
4,5.691077091919154,-1.691077091919154,10.1,0.99498
5,5.852071386951579,-0.8520713869515788,10.6,0.99828
4,5.755119578261271,-1.7551195782612714,10.3,0.99719
5,5.885675207173123,-0.8856752071731231,10.7,0.99542
4,5.95040021728733,-1.9504002172873296,10.9,0.99592
5,5.560796867336388,-0.5607968673363883,9.7,0.99606
5,5.755810084767536,-0.7558100847675364,10.3,0.99546
5,5.853396520824874,-0.8533965208248739,10.6,0.99496
5,6.11339817859805,-1.1133981785980502,11.4,0.9942
6,5.918512684913727,0.08148731508627272,10.8,0.99448
6,6.438324414839843,-0.4383244148398431,12.4,0.99344
5,6.11339817859805,-1.1133981785980502,11.4,0.9942
5,6.2922281478171005,-1.2922281478171005,11.95,0.99348
5,5.560677126323742,-0.5606771263237418,9.7,0.99636
7,5.658770466001286,1.341229533998714,10.0,0.99459
6,5.853412486293227,0.14658751370677336,10.6,0.99492
5,5.560677126323742,-0.5606771263237418,9.7,0.99636
6,6.145509227528594,-0.14550922752859385,11.5,0.99508
6,5.9179778417239035,0.08202215827609649,10.8,0.99582
6,6.145509227528594,-0.14550922752859385,11.5,0.99508
5,5.528725732076727,-0.5287257320767269,9.6,0.99508
5,5.463266310418287,-0.4632663104182866,9.4,0.99642
5,5.593131432823874,-0.5931314328238741,9.8,0.99638
6,5.983010187103902,0.01698981289609769,11.0,0.99555
6,6.112659775686726,-0.11265977568672625,11.4,0.99605
3,5.64197653862469,-2.6419765386246903,9.95,0.996
6,5.918057669065669,0.08194233093433123,10.8,0.99562
6,6.112659775686726,-0.11265977568672625,11.4,0.99605
6,5.852127266090815,0.14787273390918543,10.6,0.99814
5,6.016051224566006,-1.0160512245660058,11.1,0.9941
6,5.560577342146535,0.43942265785346457,9.7,0.99661
5,5.592836071659344,-0.5928360716593444,9.8,0.99712
6,5.788104736584139,0.21189526341586085,10.4,0.99588
6,5.821740487742389,0.17825951225761116,10.5,0.99294
6,5.408364221610124,0.5916357783898762,9.23333333333333,0.99842
6,5.413774603149176,0.586225396850824,9.25,0.99842
5,5.852849703533785,-0.852849703533785,10.6,0.99633
6,5.756037592691565,0.24396240730843477,10.3,0.99489
5,5.820331535160242,-0.8203315351602418,10.5,0.99647
5,5.722872822849727,-0.7228728228497268,10.2,0.99665
6,5.756037592691565,0.24396240730843477,10.3,0.99489
4,5.349875806022236,-1.3498758060222356,9.05,0.99585
5,5.852849703533785,-0.852849703533785,10.6,0.99633
5,5.788336235875257,-0.7883362358752573,10.4,0.9953
6,5.658519009874727,0.3414809901252731,10.0,0.99522
5,5.561012401159154,-0.5610124011591537,9.7,0.99552
6,5.528546120557756,0.4714538794422438,9.6,0.99553
6,5.9182652201542565,0.08173477984574351,10.8,0.9951
6,5.690214956628095,0.30978504337190493,10.1,0.99714
6,5.7231003307737565,0.27689966922624354,10.2,0.99608
6,6.080840096553623,-0.08084009655362312,11.3,0.99444
5,5.723008529330727,-0.7230085293307269,10.2,0.99631
6,5.625853160918918,0.3741468390810816,9.9,0.99573
5,5.3331178009494336,-0.33311780094943355,9.0,0.99717
7,6.2108768477440055,0.7891231522559945,11.7,0.99397
6,5.560860729209801,0.4391392707901991,9.7,0.9959
6,5.755881929375124,0.244118070624876,10.3,0.99528
6,5.723595260292698,0.27640473970730195,10.2,0.99484
5,6.30770093268749,-1.3077009326874904,12.0,0.99538
5,5.625290378159477,-0.6252903781594767,9.9,0.99714
6,6.1774207081047265,-0.17742070810472654,11.6,0.99646
7,5.9501048561228,1.0498951438772002,10.9,0.99666
6,5.902185747486454,0.0978142525135457,10.75,0.99472
6,5.787426204179139,0.21257379582086067,10.4,0.99758
7,6.047954722407962,0.9520452775920383,11.2,0.9955
6,5.690945376805242,0.30905462319475774,10.1,0.99531
5,5.723232045887668,-0.7232320458876682,10.2,0.99575
5,6.34108921908627,-1.3410892190862702,12.1,0.99306
5,5.787326420001933,-0.787326420001933,10.4,0.99783
8,6.113402169965139,1.8865978300348614,11.4,0.99419
5,5.495165816893153,-0.4951658168931532,9.5,0.99783
5,5.462763398165169,-0.4627633981651691,9.4,0.99768
6,6.080273322427094,-0.08027332242709395,11.3,0.99586
5,5.462775372266433,-0.4627753722664334,9.4,0.99765
6,5.982722808673549,0.01727719132645067,11.0,0.99627
7,5.837093531600132,1.1629064683998678,10.55,0.99514
5,5.625601704792359,-0.6256017047923592,9.9,0.99636
6,5.982722808673549,0.01727719132645067,11.0,0.99627
5,5.4951498514248005,-0.4951498514248005,9.5,0.99787
5,5.625657583931594,-0.6256575839315941,9.9,0.99622
5,5.625657583931594,-0.6256575839315941,9.9,0.99622
5,5.625657583931594,-0.6256575839315941,9.9,0.99622
5,5.690885506298919,-0.690885506298919,10.1,0.99546
5,5.690885506298919,-0.690885506298919,10.1,0.99546
5,5.690885506298919,-0.690885506298919,10.1,0.99546
6,5.9508113280974175,0.04918867190258247,10.9,0.99489
6,6.048178238964903,-0.04817823896490303,11.2,0.99494
5,5.690885506298919,-0.690885506298919,10.1,0.99546
5,5.398393619721816,-0.39839361972181564,9.2,0.99629
6,6.1459562606424765,-0.14595626064247647,11.5,0.99396
6,6.438340380308197,-0.43834038030819666,12.4,0.9934
6,6.0156361223888295,-0.0156361223888295,11.1,0.99514
5,5.495768513323477,-0.49576851332347704,9.5,0.99632
6,6.470295765922299,-0.47029576592229905,12.5,0.99467
6,5.820211794147594,0.17978820585240562,10.5,0.99677
6,6.243031801712521,-0.2430318017125206,11.8,0.99474
6,5.917953893521374,0.08204610647862598,10.8,0.99588
6,6.27490336861777,-0.2749033686177702,11.9,0.99622
6,6.080456925313153,-0.08045692531315307,11.3,0.9954
5,6.0810077339713295,-1.0810077339713295,11.3,0.99402
6,6.2755100564151824,-0.27551005641518245,11.9,0.9947
5,6.0810077339713295,-1.0810077339713295,11.3,0.99402
5,6.275941124060712,-1.2759411240607124,11.9,0.99362
5,5.593370914849168,-0.5933709148491682,9.8,0.99578
7,6.178067309573021,0.821932690426979,11.6,0.99484
6,6.145565106667829,-0.14556510666782874,11.5,0.99494
6,6.113110800167697,-0.11311080016769726,11.4,0.99492
6,5.950835276299947,0.04916472370005298,10.9,0.99483
6,6.567894176080903,-0.5678941760809026,12.8,0.99414
5,5.397830836962374,-0.397830836962374,9.2,0.9977
6,6.178745841978021,-0.1787458419780208,11.6,0.99314
6,6.178394601674256,-0.17839460167425614,11.6,0.99402
6,5.982934351129226,0.017065648870773664,11.0,0.99574
6,5.495692677348801,0.5043073226511989,9.5,0.99651
5,5.820958179793095,-0.8209581797930952,10.5,0.9949
6,6.0481063943573155,-0.04810639435731545,11.2,0.99512
6,5.982934351129226,0.017065648870773664,11.0,0.99574
5,5.723343804166139,-0.7233438041661389,10.2,0.99547
6,5.983034135306432,0.0169658646935682,11.0,0.99549
6,5.266664528886021,0.7333354711139792,8.8,1.001
6,5.496694510487948,0.5033054895120523,9.5,0.994
6,5.691029195514095,0.30897080448590497,10.1,0.9951
6,5.625905048691065,0.3740949513089351,9.9,0.9956
6,5.625905048691065,0.3740949513089351,9.9,0.9956
6,5.691029195514095,0.30897080448590497,10.1,0.9951
6,5.528797576684315,0.4712024233156846,9.6,0.9949
6,5.266664528886021,0.7333354711139792,8.8,1.001
6,5.496694510487948,0.5033054895120523,9.5,0.994
6,5.983708676344344,0.016291323655655887,11.0,0.9938
5,6.309528978813903,-1.309528978813903,12.0,0.9908
5,5.561339693260389,-0.5613396932603889,9.7,0.9947
5,5.9195025439516105,-0.9195025439516105,10.8,0.992
7,6.439218481067608,0.5607815189323917,12.4,0.9912
5,5.559144441361859,-0.5591444413618589,9.7,1.0002
7,6.114515761382757,0.8854842386172432,11.4,0.9914
6,5.529635763772845,0.4703642362271552,9.6,0.9928
8,6.569865911422491,1.4301340885775087,12.8,0.9892
6,6.0819337311358,-0.08193373113580016,11.3,0.9917
5,5.496095805424712,-0.4960958054247122,9.5,0.9955
8,6.569865911422491,1.4301340885775087,12.8,0.9892
7,5.984746431787285,1.0152535682127146,11.0,0.9912
8,5.82171653953986,2.1782834604601398,10.5,0.993
5,5.431889673031979,-0.43188967303197856,9.3,0.9937
6,5.658566906279786,0.34143309372021413,10.0,0.9951
6,5.788256408533492,0.211743591466508,10.4,0.9955
6,5.659405093368315,0.3405949066316847,10.0,0.993
6,5.820479215742506,0.17952078425749374,10.5,0.9961
6,6.179440339851374,-0.1794403398513742,11.6,0.9914
7,6.406995673858594,0.593004326141406,12.3,0.9906
6,5.657648891849492,0.34235110815050795,10.0,0.9974
6,5.724170017153404,0.275829982846596,10.2,0.9934
6,5.9195025439516105,0.08049745604838954,10.8,0.992
6,5.334422977987288,0.6655770220127124,9.0,0.9939
5,5.7230524343686975,-0.7230524343686975,10.2,0.9962
5,6.569347033701021,-1.5693470337010211,12.8,0.9905
5,5.659245438684787,-0.6592454386847866,10.0,0.9934
6,6.049910492281198,-0.049910492281197705,11.2,0.9906
5,5.202179000797109,-0.20217900079710915,8.6,0.9999
5,5.202179000797109,-0.20217900079710915,8.6,0.9999
6,5.464351962266287,0.5356480377337132,9.4,0.9937
6,5.464351962266287,0.5356480377337132,9.4,0.9937
6,5.593522586798522,0.4064774132014781,9.8,0.9954
6,5.4969339925132426,0.5030660074867574,9.5,0.9934
6,5.4969339925132426,0.5030660074867574,9.5,0.9934
7,5.659365179697433,1.3406348203025669,10.0,0.9931
4,5.594081378190874,-1.5940813781908743,9.8,0.994
5,5.594121291861757,-0.5941212918617573,9.8,0.9939
6,5.593522586798522,0.4064774132014781,9.8,0.9954
5,5.593682241482051,-0.5936822414820506,9.8,0.995
6,6.211782888073035,-0.21178288807303502,11.7,0.9917
7,5.984666604445521,1.015333395554479,11.0,0.9914
7,5.952363969894742,1.0476360301052576,10.9,0.991
6,5.952324056223859,0.047675943776140706,10.9,0.9911
6,5.367244490259537,0.6327555097404627,9.1,0.993
6,5.984906086470815,0.015093913529184988,11.0,0.9908
6,5.528278698962844,0.4717213010371557,9.6,0.9962
6,5.30064353761386,0.6993564623861399,8.9,0.9972
6,5.724289758166051,0.27571024183394943,10.2,0.9931
6,5.627102458817536,0.3728975411824642,9.9,0.9926
6,5.204094856999463,0.795905143000537,8.6,0.9951
6,5.30064353761386,0.6993564623861399,8.9,0.9972
5,5.8225148129575075,-0.8225148129575075,10.5,0.991
6,5.724289758166051,0.27571024183394943,10.2,0.9931
6,5.756911702083889,0.24308829791611064,10.3,0.9927
5,5.367084835576008,-0.3670848355760077,9.1,0.9934
7,6.504502282574167,0.4954977174258328,12.6,0.9903
5,5.594879651608522,-0.5948796516085224,9.8,0.992
8,5.8868007726920055,2.1131992273079945,10.7,0.9926
5,5.495816409728536,-0.495816409728536,9.5,0.9962
6,5.333744445582287,0.6662555544177131,9.0,0.9956
5,5.495976064412066,-0.49597606441206565,9.5,0.9958
5,5.658048028558316,-0.6580480285583157,10.0,0.9964
6,5.366805439879831,0.6331945601201694,9.1,0.9941
8,5.8868007726920055,2.1131992273079945,10.7,0.9926
5,5.495816409728536,-0.495816409728536,9.5,0.9962
7,6.537164140162888,0.46283585983711184,12.7,0.9898
7,6.309369324130373,0.6906306758696266,12.0,0.9912
5,5.430931744930802,-0.43093174493080166,9.3,0.9961
5,5.334023841278464,-0.33402384127846396,9.0,0.9949
6,5.854218742445051,0.1457812575549493,10.6,0.9929
6,5.397511527595315,0.6024884724046853,9.2,0.9985
5,5.658766474634198,-0.6587664746341977,10.0,0.9946
6,5.495656755045006,0.5043432449549936,9.5,0.9966
5,5.235639131803477,-0.2356391318034774,8.7,0.9974
6,5.235599218132595,0.7644007818674048,8.7,0.9975
6,5.235639131803477,0.7643608681965226,8.7,0.9974
6,5.56034185148833,0.4396581485116702,9.7,0.9972
5,5.235639131803477,-0.2356391318034774,8.7,0.9974
6,5.235599218132595,0.7644007818674048,8.7,0.9975
6,5.235639131803477,0.7643608681965226,8.7,0.9974
5,5.333704531911405,-0.3337045319114047,9.0,0.9957
7,6.504622023586815,0.4953779764131854,12.6,0.99
7,6.504661937257697,0.4953380627423032,12.6,0.9899
7,6.1468982232753,0.8531017767247002,11.5,0.9916
6,5.398150146329433,0.6018498536705668,9.2,0.9969
6,5.267901852683375,0.7320981473166253,8.8,0.9979
7,6.114555675053639,0.885444324946361,11.4,0.9913
4,5.690829627159683,-1.6908296271596832,10.1,0.9956
6,5.267901852683375,0.7320981473166253,8.8,0.9979
5,5.36544837506983,-0.3654483750698301,9.1,0.9975
5,5.463354120494228,-0.46335412049422775,9.4,0.9962
5,5.4630348111271685,-0.4630348111271685,9.4,0.997
5,5.331988244063463,-0.3319882440634627,9.0,1.0
5,5.36544837506983,-0.3654483750698301,9.1,0.9975
6,5.3979505779750205,0.6020494220249795,9.2,0.9974
5,5.463354120494228,-0.46335412049422775,9.4,0.9962
6,5.364849670006595,0.6351503299934054,9.1,0.999
6,5.364849670006595,0.6351503299934054,9.1,0.999
5,5.756911702083889,-0.7569117020838894,10.3,0.9927
6,5.268700126101022,0.731299873898978,8.8,0.9959
5,5.299525954829154,-0.29952595482915356,8.9,1.0
5,5.397631268607962,-0.39763126860796216,9.2,0.9982
5,5.365727770766007,-0.36572777076600715,9.1,0.9968
5,5.365727770766007,-0.36572777076600715,9.1,0.9968
4,5.561619088956565,-1.561619088956565,9.7,0.994
6,6.082053472148448,-0.0820534721484476,11.3,0.9914
6,6.244484659332638,-0.2444846593326382,11.8,0.9911
5,5.397631268607962,-0.39763126860796216,9.2,0.9982
5,5.397631268607962,-0.39763126860796216,9.2,0.9982
5,5.724170017153404,-0.724170017153404,10.2,0.9934
5,5.267702284328962,-0.26770228432896204,8.8,0.9984
5,5.561140124905977,-0.5611401249059771,9.7,0.9952
6,5.366366389500125,0.6336336104998752,9.1,0.9952
6,5.594560342241463,0.40543965775853685,9.8,0.9928
6,5.984746431787285,0.015253568212714619,11.0,0.9912
5,5.821317402831036,-0.8213174028310357,10.5,0.994
7,5.560900642880683,1.439099357119317,9.7,0.9958
7,5.951805178502389,1.048194821497611,10.9,0.9924
6,5.951805178502389,0.048194821497610896,10.9,0.9924
5,5.853779692065344,-0.853779692065344,10.6,0.994
7,5.560900642880683,1.439099357119317,9.7,0.9958
5,5.332826431151993,-0.33282643115199306,9.0,0.9979
5,5.397631268607962,-0.39763126860796216,9.2,0.9982
5,5.301082587993566,-0.3010825879935659,8.9,0.9961
5,5.5276001665578445,-0.5276001665578445,9.6,0.9979
6,5.8870402547173,0.11295974528269959,10.7,0.992
5,5.235599218132595,-0.2355992181325952,8.7,0.9975
7,5.919622284964257,1.080377715035743,10.8,0.9917
6,6.24400569528205,-0.24400569528205018,11.8,0.9923
5,5.72444941284958,-0.7244494128495802,10.2,0.9927
5,5.235599218132595,-0.2355992181325952,8.7,0.9975
6,5.9195025439516105,0.08049745604838954,10.8,0.992
6,5.561339693260389,0.4386603067396111,9.7,0.9947
6,6.049311787217962,-0.049311787217962255,11.2,0.9921
6,5.952563538249154,0.047436461750845815,10.9,0.9905
6,5.692346346653213,0.3076536533467866,10.1,0.9918
4,5.333944013936699,-1.3339440139366987,9.0,0.9951
7,6.309169755775962,0.6908302442240384,12.0,0.9917
6,5.464232221253639,0.5357677787463606,9.4,0.994
7,6.146179777199418,0.8538202228005822,11.5,0.9934
6,5.625426084640477,0.3745739153595231,9.9,0.9968
6,5.464232221253639,0.5357677787463606,9.4,0.994
5,5.789693300685258,-0.7896933006852578,10.4,0.9919
6,5.560581333513624,0.4394186664863762,9.7,0.9966
6,5.300364141917683,0.699635858082317,8.9,0.9979
6,5.300364141917683,0.699635858082317,8.9,0.9979
7,6.439777272459962,0.5602227275400384,12.4,0.9898
8,6.342550059440565,1.6574499405594354,12.1,0.9894
8,6.342550059440565,1.6574499405594354,12.1,0.9894
7,6.439777272459962,0.5602227275400384,12.4,0.9898
5,5.365248806715418,-0.36524880671541826,9.1,0.998
5,5.854099001432403,-0.8540990014324032,10.6,0.9932
6,5.300364141917683,0.699635858082317,8.9,0.9979
5,5.495497100361477,-0.49549710036147676,9.5,0.997
5,5.592804140722639,-0.592804140722639,9.8,0.9972
6,5.527799734912255,0.4722002650877446,9.6,0.9974
7,6.504781678270343,0.49521832172965663,12.6,0.9896
5,5.4306523492346255,-0.4306523492346255,9.3,0.9968
5,5.65828751058361,-0.6582875105836097,10.0,0.9958
6,6.536844830795829,-0.5368448307958289,12.7,0.9906
6,5.984546863432874,0.015453136567126435,11.0,0.9917
4,6.114994725433345,-2.1149947254333448,11.4,0.9902
7,6.146818395933535,0.8531816040664646,11.5,0.9918
5,5.721934851583991,-0.721934851583991,10.2,0.999
6,6.113996883661286,-0.11399688366128569,11.4,0.9927
4,6.504222886877991,-2.504222886877991,12.6,0.991
5,5.462954983785404,-0.4629549837854041,9.4,0.9972
4,5.237355419651419,-1.2373554196514194,8.7,0.9931
6,5.398908506076197,0.6010914939238026,9.2,0.995
6,5.431330881639625,0.5686691183603747,9.3,0.9951
5,5.399467297468551,-0.3994672974685507,9.2,0.9936
5,5.2342022396517125,-0.2342022396517125,8.7,1.001
6,5.5276001665578445,0.4723998334421555,9.6,0.9979
5,5.43057252189286,-0.4305725218928602,9.3,0.997
5,5.430492694551096,-0.43049269455109584,9.3,0.9972
6,5.62598487603283,0.37401512396716985,9.9,0.9954
5,5.984267467736697,-0.9842674677366974,11.0,0.9924
8,6.536844830795829,1.463155169204171,12.7,0.9906
4,5.301042674322684,-1.3010426743226837,8.9,0.9962
6,5.301042674322684,0.6989573256773163,8.9,0.9962
5,5.2342022396517125,-0.2342022396517125,8.7,1.001
6,6.1139569699904035,-0.1139569699904035,11.4,0.9928
5,5.529076972380492,-0.5290769723804916,9.6,0.9942
5,5.366765526208948,-0.3667655262089484,9.1,0.9942
6,5.366765526208948,0.6332344737910516,9.1,0.9942
5,5.366765526208948,-0.3667655262089484,9.1,0.9942
5,5.301082587993566,-0.3010825879935659,8.9,0.9961
5,5.267861939012492,-0.26786193901249167,8.8,0.998
5,5.301082587993566,-0.3010825879935659,8.9,0.9961
5,5.430013730500507,-0.43001373050050695,9.3,0.9984
5,5.267861939012492,-0.26786193901249167,8.8,0.998
5,5.5278396485831385,-0.5278396485831385,9.6,0.9973
6,6.307892518307726,-0.30789251830772635,12.0,0.9949
